,train,val,test
0,C3L-00977-22,C3N-03785-23,C3N-03620-21
1,C3L-00977-26,C3N-03785-24,C3N-03620-22
2,C3L-00987-21,C3N-01758-21,C3N-03620-23
3,C3L-00987-22,C3N-01758-22,C3N-03620-26
4,C3L-00987-23,C3N-01758-23,C3N-04279-21
5,C3L-00987-24,C3N-01758-24,C3N-04279-25
6,C3L-00987-26,C3N-02693-21,C3N-01757-21
7,C3L-00987-27,C3N-02693-26,C3N-01757-22
8,C3L-00994-21,C3N-03488-21,C3N-01757-23
9,C3L-00994-22,C3N-03488-22,C3N-01757-24
10,C3L-00994-23,C3N-03488-23,C3N-01757-25
11,C3L-00994-24,C3N-03488-26,C3N-01943-22
12,C3L-00994-26,C3N-03012-21,C3N-01943-23
13,C3L-00994-27,C3N-03012-25,C3N-01943-26
14,C3L-00995-21,C3N-04153-21,C3N-01756-21
15,C3L-00995-22,C3N-04153-22,C3N-01756-25
16,C3L-00995-23,C3N-04153-23,C3N-03042-21
17,C3L-00995-24,C3N-04153-26,C3N-03042-22
18,C3L-00995-26,C3N-03928-21,C3N-03042-23
19,C3L-00995-27,C3N-03928-22,C3N-03042-24
20,C3L-00999-21,C3N-03928-23,C3N-03042-25
21,C3L-00999-24,C3N-03928-26,C3N-03042-26
22,C3L-00999-26,C3N-02695-21,C3N-04280-23
23,C3L-01138-21,C3N-02695-22,C3N-00295-21
24,C3L-01138-26,C3N-02695-24,C3N-00295-22
25,C3L-01237-24,C3N-01340-21,C3N-00295-23
26,C3L-01237-26,C3N-01340-22,C3N-00295-24
27,C3L-02617-21,C3N-01340-24,C3N-00295-25
28,C3L-02617-22,C3N-01645-22,C3N-03876-21
29,C3L-02617-23,C3N-01645-23,C3N-03876-22
30,C3L-02617-24,C3N-01645-25,C3N-03876-23
31,C3L-02617-25,C3N-02925-21,C3N-03011-21
32,C3L-02617-26,C3N-02925-22,C3N-03011-22
33,C3L-02617-27,C3N-02925-23,C3N-03011-23
34,C3L-02617-28,,C3N-03011-24
35,C3L-02621-21,,C3L-00997-21
36,C3L-02621-22,,C3L-00997-24
37,C3L-02621-23,,C3L-00997-27
38,C3L-02621-24,,
39,C3L-02621-25,,
40,C3L-02621-26,,
41,C3L-02621-27,,
42,C3L-02621-28,,
43,C3L-02651-21,,
44,C3L-02651-22,,
45,C3L-02651-23,,
46,C3L-02651-24,,
47,C3L-02651-25,,
48,C3L-02651-26,,
49,C3L-02651-27,,
50,C3L-02651-28,,
51,C3L-03378-24,,
52,C3L-03378-25,,
53,C3L-04025-21,,
54,C3L-04025-22,,
55,C3L-04025-23,,
56,C3L-04025-24,,
57,C3L-04025-25,,
58,C3L-04025-26,,
59,C3L-04025-27,,
60,C3L-04025-28,,
61,C3L-04354-21,,
62,C3L-04354-22,,
63,C3L-04354-23,,
64,C3L-04354-24,,
65,C3L-04354-25,,
66,C3L-04354-26,,
67,C3L-04354-27,,
68,C3L-04354-28,,
69,C3L-04791-21,,
70,C3L-04791-22,,
71,C3L-04791-23,,
72,C3L-04791-24,,
73,C3L-04791-25,,
74,C3L-04791-26,,
75,C3L-04791-27,,
76,C3L-04791-28,,
77,C3L-04844-21,,
78,C3L-04844-22,,
79,C3L-04844-23,,
80,C3L-04849-21,,
81,C3L-04849-22,,
82,C3L-04849-23,,
83,C3N-00204-21,,
84,C3N-00204-22,,
85,C3N-00204-23,,
86,C3N-00204-24,,
87,C3N-00204-26,,
88,C3N-00204-27,,
89,C3N-00297-21,,
90,C3N-00297-22,,
91,C3N-00297-23,,
92,C3N-00297-24,,
93,C3N-00297-25,,
94,C3N-00299-21,,
95,C3N-00299-22,,
96,C3N-00299-23,,
97,C3N-00299-24,,
98,C3N-00299-25,,
99,C3N-00306-21,,
100,C3N-00306-22,,
101,C3N-00306-23,,
102,C3N-00306-24,,
103,C3N-00306-25,,
104,C3N-00307-21,,
105,C3N-00307-22,,
106,C3N-00307-23,,
107,C3N-00307-24,,
108,C3N-00307-25,,
109,C3N-00498-21,,
110,C3N-00498-22,,
