,train,val,test
0,C3L-00977-22,C3N-01755-21,C3N-03783-21
1,C3L-00977-26,C3N-01755-22,C3N-03783-23
2,C3L-00987-21,C3N-01755-23,C3N-01337-24
3,C3L-00987-22,C3N-04275-24,C3N-01337-25
4,C3L-00987-23,C3N-04275-25,C3N-01337-26
5,C3L-00987-24,C3N-00857-21,C3N-03226-21
6,C3L-00987-26,C3N-00857-22,C3N-03226-22
7,C3L-00987-27,C3N-00857-25,C3N-03226-23
8,C3L-00994-21,C3N-03781-21,C3N-03226-26
9,C3L-00994-22,C3N-03781-24,C3N-03782-21
10,C3L-00994-23,C3N-01754-21,C3N-03782-22
11,C3L-00994-24,C3N-01754-22,C3N-02727-21
12,C3L-00994-26,C3N-01754-23,C3N-02727-22
13,C3L-00994-27,C3N-01754-24,C3N-02727-23
14,C3L-00995-21,C3N-01754-25,C3N-02727-26
15,C3L-00995-22,C3N-01945-21,C3N-03456-21
16,C3L-00995-23,C3N-01945-24,C3N-03841-21
17,C3L-00995-24,C3N-01945-25,C3N-03841-22
18,C3L-00995-26,C3N-04151-21,C3N-03841-23
19,C3L-00995-27,C3N-04151-22,C3N-00871-21
20,C3L-00997-21,C3N-04151-23,C3N-00871-22
21,C3L-00997-24,C3N-04151-26,C3N-00871-25
22,C3L-00997-27,C3N-00307-21,C3N-01757-21
23,C3L-00999-21,C3N-00307-22,C3N-01757-22
24,C3L-00999-24,C3N-00307-23,C3N-01757-23
25,C3L-00999-26,C3N-00307-24,C3N-01757-24
26,C3L-01138-21,C3N-00307-25,C3N-01757-25
27,C3L-01138-26,C3L-02617-21,C3N-03028-21
28,C3L-01237-24,C3L-02617-22,C3N-03028-24
29,C3L-01237-26,C3L-02617-23,C3N-01645-22
30,C3L-02621-21,C3L-02617-24,C3N-01645-23
31,C3L-02621-22,C3L-02617-25,C3N-01645-25
32,C3L-02621-23,C3L-02617-26,
33,C3L-02621-24,C3L-02617-27,
34,C3L-02621-25,C3L-02617-28,
35,C3L-02621-26,C3L-04849-21,
36,C3L-02621-27,C3L-04849-22,
37,C3L-02621-28,C3L-04849-23,
38,C3L-02651-21,C3N-04153-21,
39,C3L-02651-22,C3N-04153-22,
40,C3L-02651-23,C3N-04153-23,
41,C3L-02651-24,C3N-04153-26,
42,C3L-02651-25,,
43,C3L-02651-26,,
44,C3L-02651-27,,
45,C3L-02651-28,,
46,C3L-03378-24,,
47,C3L-03378-25,,
48,C3L-04025-21,,
49,C3L-04025-22,,
50,C3L-04025-23,,
51,C3L-04025-24,,
52,C3L-04025-25,,
53,C3L-04025-26,,
54,C3L-04025-27,,
55,C3L-04025-28,,
56,C3L-04354-21,,
57,C3L-04354-22,,
58,C3L-04354-23,,
59,C3L-04354-24,,
60,C3L-04354-25,,
61,C3L-04354-26,,
62,C3L-04354-27,,
63,C3L-04354-28,,
64,C3L-04791-21,,
65,C3L-04791-22,,
66,C3L-04791-23,,
67,C3L-04791-24,,
68,C3L-04791-25,,
69,C3L-04791-26,,
70,C3L-04791-27,,
71,C3L-04791-28,,
72,C3L-04844-21,,
73,C3L-04844-22,,
74,C3L-04844-23,,
75,C3N-00204-21,,
76,C3N-00204-22,,
77,C3N-00204-23,,
78,C3N-00204-24,,
79,C3N-00204-26,,
80,C3N-00204-27,,
81,C3N-00295-21,,
82,C3N-00295-22,,
83,C3N-00295-23,,
84,C3N-00295-24,,
85,C3N-00295-25,,
86,C3N-00297-21,,
87,C3N-00297-22,,
88,C3N-00297-23,,
89,C3N-00297-24,,
90,C3N-00297-25,,
91,C3N-00299-21,,
92,C3N-00299-22,,
93,C3N-00299-23,,
94,C3N-00299-24,,
95,C3N-00299-25,,
96,C3N-00306-21,,
97,C3N-00306-22,,
98,C3N-00306-23,,
99,C3N-00306-24,,
100,C3N-00306-25,,
101,C3N-00498-21,,
102,C3N-00498-22,,
103,C3N-00498-23,,
104,C3N-00498-24,,
105,C3N-00498-25,,
106,C3N-00519-21,,
107,C3N-00519-22,,
108,C3N-00519-23,,
109,C3N-00519-24,,
110,C3N-00519-25,,
111,C3N-00822-21,,
112,C3N-00822-22,,
113,C3N-00822-25,,
114,C3N-00825-23,,
115,C3N-00825-24,,
116,C3N-00825-25,,
117,C3N-00828-21,,
118,C3N-00828-22,,
119,C3N-00828-23,,
120,C3N-00828-24,,
121,C3N-00828-25,,
122,C3N-00829-21,,
123,C3N-00829-22,,
124,C3N-00829-23,,
125,C3N-00829-24,,
126,C3N-00829-25,,
127,C3N-00846-21,,
128,C3N-00846-22,,
129,C3N-00846-23,,
130,C3N-00846-26,,
131,C3N-01338-21,,
132,C3N-01338-22,,
133,C3N-01338-25,,
134,C3N-01339-21,,
135,C3N-01339-22,,
136,C3N-01339-25,,
137,C3N-01340-21,,
138,C3N-01340-22,,
139,C3N-01340-24,,
140,C3N-01620-21,,
141,C3N-01620-23,,
142,C3N-01620-25,,
143,C3N-01643-23,,
144,C3N-01643-24,,
145,C3N-01752-21,,
146,C3N-01752-22,,
147,C3N-01756-21,,
148,C3N-01756-25,,
149,C3N-01758-21,,
150,C3N-01758-22,,
151,C3N-01758-23,,
152,C3N-01758-24,,
153,C3N-01858-21,,
154,C3N-01858-22,,
155,C3N-01858-25,,
156,C3N-01859-21,,
157,C3N-01859-24,,
158,C3N-01943-22,,
159,C3N-01943-23,,
160,C3N-01943-26,,
161,C3N-01944-21,,
162,C3N-01944-24,,
163,C3N-01946-21,,
164,C3N-01946-24,,
165,C3N-01947-22,,
166,C3N-01947-25,,
167,C3N-01948-21,,
168,C3N-01948-23,,
169,C3N-01948-24,,
170,C3N-02275-22,,
171,C3N-02275-23,,
172,C3N-02275-24,,
173,C3N-02279-21,,
174,C3N-02279-25,,
175,C3N-02333-21,,
176,C3N-02333-22,,
177,C3N-02333-23,,
178,C3N-02333-26,,
179,C3N-02693-21,,
180,C3N-02693-26,,
181,C3N-02694-22,,
182,C3N-02694-23,,
183,C3N-02695-21,,
184,C3N-02695-22,,
185,C3N-02695-24,,
186,C3N-02700-21,,
187,C3N-02700-22,,
188,C3N-02700-23,,
189,C3N-02700-26,,
190,C3N-02713-21,,
191,C3N-02713-22,,
192,C3N-02713-23,,
193,C3N-02713-26,,
194,C3N-02714-21,,
195,C3N-02714-22,,
196,C3N-02714-23,,
197,C3N-02714-26,,
198,C3N-02716-21,,
199,C3N-02716-22,,
200,C3N-02716-23,,
201,C3N-02730-21,,
202,C3N-02730-22,,
203,C3N-02730-23,,
204,C3N-02925-21,,
205,C3N-02925-22,,
206,C3N-02925-23,,
207,C3N-03008-21,,
208,C3N-03008-23,,
209,C3N-03009-21,,
210,C3N-03009-23,,
211,C3N-03009-25,,
212,C3N-03011-21,,
213,C3N-03011-22,,
214,C3N-03011-23,,
215,C3N-03011-24,,
216,C3N-03012-21,,
217,C3N-03012-25,,
218,C3N-03013-21,,
219,C3N-03013-23,,
220,C3N-03015-21,,
221,C3N-03015-22,,
222,C3N-03027-21,,
223,C3N-03027-23,,
224,C3N-03042-21,,
225,C3N-03042-22,,
226,C3N-03042-23,,
227,C3N-03042-24,,
228,C3N-03042-25,,
229,C3N-03042-26,,
230,C3N-03045-21,,
231,C3N-03045-22,,
232,C3N-03433-22,,
233,C3N-03433-24,,
234,C3N-03457-22,,
235,C3N-03457-23,,
236,C3N-03458-21,,
237,C3N-03458-24,,
238,C3N-03487-21,,
239,C3N-03487-22,,
240,C3N-03487-23,,
241,C3N-03487-26,,
242,C3N-03488-21,,
243,C3N-03488-22,,
244,C3N-03488-23,,
245,C3N-03488-26,,
246,C3N-03490-21,,
247,C3N-03490-22,,
248,C3N-03490-23,,
249,C3N-03490-26,,
250,C3N-03612-21,,
251,C3N-03612-22,,
252,C3N-03612-23,,
253,C3N-03612-26,,
254,C3N-03619-21,,
255,C3N-03619-22,,
256,C3N-03619-23,,
257,C3N-03619-26,,
258,C3N-03620-21,,
259,C3N-03620-22,,
260,C3N-03620-23,,
261,C3N-03620-26,,
262,C3N-03664-21,,
263,C3N-03664-22,,
264,C3N-03664-23,,
265,C3N-03664-26,,
266,C3N-03785-23,,
267,C3N-03785-24,,
268,C3N-03837-21,,
269,C3N-03837-22,,
270,C3N-03837-23,,
271,C3N-03849-21,,
272,C3N-03849-22,,
273,C3N-03849-23,,
274,C3N-03876-21,,
275,C3N-03876-22,,
276,C3N-03876-23,,
277,C3N-03878-21,,
278,C3N-03878-22,,
279,C3N-03878-23,,
280,C3N-03888-21,,
281,C3N-03888-22,,
282,C3N-03888-23,,
283,C3N-03888-26,,
284,C3N-03889-21,,
285,C3N-03889-22,,
286,C3N-03889-23,,
287,C3N-03889-26,,
288,C3N-03928-21,,
289,C3N-03928-22,,
290,C3N-03928-23,,
291,C3N-03928-26,,
292,C3N-03933-21,,
293,C3N-03933-22,,
294,C3N-03933-23,,
295,C3N-03933-26,,
296,C3N-04152-21,,
297,C3N-04152-22,,
298,C3N-04152-23,,
299,C3N-04152-26,,
300,C3N-04273-21,,
301,C3N-04273-23,,
302,C3N-04273-25,,
303,C3N-04276-21,,
304,C3N-04276-26,,
305,C3N-04277-22,,
306,C3N-04277-24,,
307,C3N-04278-21,,
308,C3N-04278-25,,
309,C3N-04279-21,,
310,C3N-04279-25,,
311,C3N-04280-23,,
312,C3N-04611-21,,
313,C3N-04611-22,,
314,C3N-04611-23,,
315,C3N-04611-26,,
