,train,val,test
0,C3L-00977-22,C3N-01944-21,C3N-01948-21
1,C3L-00977-26,C3N-01944-24,C3N-01948-23
2,C3L-00994-21,C3L-03378-24,C3N-01948-24
3,C3L-00994-22,C3L-03378-25,C3N-03009-21
4,C3L-00994-23,C3N-04280-23,C3N-03009-23
5,C3L-00994-24,C3N-03889-21,C3N-03009-25
6,C3L-00994-26,C3N-03889-22,C3N-02275-22
7,C3L-00994-27,C3N-03889-23,C3N-02275-23
8,C3L-00995-21,C3N-03889-26,C3N-02275-24
9,C3L-00995-22,C3N-04151-21,C3N-01859-21
10,C3L-00995-23,C3N-04151-22,C3N-01859-24
11,C3L-00995-24,C3N-04151-23,C3N-00299-21
12,C3L-00995-26,C3N-04151-26,C3N-00299-22
13,C3L-00995-27,C3L-04025-21,C3N-00299-23
14,C3L-00997-21,C3L-04025-22,C3N-00299-24
15,C3L-00997-24,C3L-04025-23,C3N-00299-25
16,C3L-00997-27,C3L-04025-24,C3N-03433-22
17,C3L-00999-21,C3L-04025-25,C3N-03433-24
18,C3L-00999-24,C3L-04025-26,C3N-00297-21
19,C3L-00999-26,C3L-04025-27,C3N-00297-22
20,C3L-01237-24,C3L-04025-28,C3N-00297-23
21,C3L-01237-26,C3N-04152-21,C3N-00297-24
22,C3L-02617-21,C3N-04152-22,C3N-00297-25
23,C3L-02617-22,C3N-04152-23,C3N-00829-21
24,C3L-02617-23,C3N-04152-26,C3N-00829-22
25,C3L-02617-24,C3L-00987-21,C3N-00829-23
26,C3L-02617-25,C3L-00987-22,C3N-00829-24
27,C3L-02617-26,C3L-00987-23,C3N-00829-25
28,C3L-02617-27,C3L-00987-24,C3N-03782-21
29,C3L-02617-28,C3L-00987-26,C3N-03782-22
30,C3L-02621-21,C3L-00987-27,C3L-01138-21
31,C3L-02621-22,C3N-04279-21,C3L-01138-26
32,C3L-02621-23,C3N-04279-25,C3L-04791-21
33,C3L-02621-24,C3N-03785-23,C3L-04791-22
34,C3L-02621-25,C3N-03785-24,C3L-04791-23
35,C3L-02621-26,C3L-04354-21,C3L-04791-24
36,C3L-02621-27,C3L-04354-22,C3L-04791-25
37,C3L-02621-28,C3L-04354-23,C3L-04791-26
38,C3L-02651-21,C3L-04354-24,C3L-04791-27
39,C3L-02651-22,C3L-04354-25,C3L-04791-28
40,C3L-02651-23,C3L-04354-26,
41,C3L-02651-24,C3L-04354-27,
42,C3L-02651-25,C3L-04354-28,
43,C3L-02651-26,,
44,C3L-02651-27,,
45,C3L-02651-28,,
46,C3L-04844-21,,
47,C3L-04844-22,,
48,C3L-04844-23,,
49,C3L-04849-21,,
50,C3L-04849-22,,
51,C3L-04849-23,,
52,C3N-00204-21,,
53,C3N-00204-22,,
54,C3N-00204-23,,
55,C3N-00204-24,,
56,C3N-00204-26,,
57,C3N-00204-27,,
58,C3N-00295-21,,
59,C3N-00295-22,,
60,C3N-00295-23,,
61,C3N-00295-24,,
62,C3N-00295-25,,
63,C3N-00306-21,,
64,C3N-00306-22,,
65,C3N-00306-23,,
66,C3N-00306-24,,
67,C3N-00306-25,,
68,C3N-00307-21,,
69,C3N-00307-22,,
70,C3N-00307-23,,
71,C3N-00307-24,,
72,C3N-00307-25,,
73,C3N-00498-21,,
74,C3N-00498-22,,
75,C3N-00498-23,,
76,C3N-00498-24,,
77,C3N-00498-25,,
78,C3N-00519-21,,
79,C3N-00519-22,,
80,C3N-00519-23,,
81,C3N-00519-24,,
82,C3N-00519-25,,
83,C3N-00822-21,,
84,C3N-00822-22,,
85,C3N-00822-25,,
86,C3N-00825-23,,
87,C3N-00825-24,,
88,C3N-00825-25,,
89,C3N-00828-21,,
90,C3N-00828-22,,
91,C3N-00828-23,,
92,C3N-00828-24,,
93,C3N-00828-25,,
94,C3N-00846-21,,
95,C3N-00846-22,,
96,C3N-00846-23,,
97,C3N-00846-26,,
98,C3N-00857-21,,
99,C3N-00857-22,,
100,C3N-00857-25,,
101,C3N-00871-21,,
102,C3N-00871-22,,
103,C3N-00871-25,,
104,C3N-01337-24,,
105,C3N-01337-25,,
106,C3N-01337-26,,
107,C3N-01338-21,,
108,C3N-01338-22,,
109,C3N-01338-25,,
110,C3N-01339-21,,
111,C3N-01339-22,,
112,C3N-01339-25,,
113,C3N-01340-21,,
114,C3N-01340-22,,
115,C3N-01340-24,,
116,C3N-01620-21,,
117,C3N-01620-23,,
118,C3N-01620-25,,
119,C3N-01643-23,,
120,C3N-01643-24,,
121,C3N-01645-22,,
122,C3N-01645-23,,
123,C3N-01645-25,,
124,C3N-01752-21,,
125,C3N-01752-22,,
126,C3N-01754-21,,
127,C3N-01754-22,,
128,C3N-01754-23,,
129,C3N-01754-24,,
130,C3N-01754-25,,
131,C3N-01755-21,,
132,C3N-01755-22,,
133,C3N-01755-23,,
134,C3N-01756-21,,
135,C3N-01756-25,,
136,C3N-01757-21,,
137,C3N-01757-22,,
138,C3N-01757-23,,
139,C3N-01757-24,,
140,C3N-01757-25,,
141,C3N-01758-21,,
142,C3N-01758-22,,
143,C3N-01758-23,,
144,C3N-01758-24,,
145,C3N-01858-21,,
146,C3N-01858-22,,
147,C3N-01858-25,,
148,C3N-01943-22,,
149,C3N-01943-23,,
150,C3N-01943-26,,
151,C3N-01945-21,,
152,C3N-01945-24,,
153,C3N-01945-25,,
154,C3N-01946-21,,
155,C3N-01946-24,,
156,C3N-01947-22,,
157,C3N-01947-25,,
158,C3N-02279-21,,
159,C3N-02279-25,,
160,C3N-02333-21,,
161,C3N-02333-22,,
162,C3N-02333-23,,
163,C3N-02333-26,,
164,C3N-02693-21,,
165,C3N-02693-26,,
166,C3N-02694-22,,
167,C3N-02694-23,,
168,C3N-02695-21,,
169,C3N-02695-22,,
170,C3N-02695-24,,
171,C3N-02700-21,,
172,C3N-02700-22,,
173,C3N-02700-23,,
174,C3N-02700-26,,
175,C3N-02713-21,,
176,C3N-02713-22,,
177,C3N-02713-23,,
178,C3N-02713-26,,
179,C3N-02714-21,,
180,C3N-02714-22,,
181,C3N-02714-23,,
182,C3N-02714-26,,
183,C3N-02716-21,,
184,C3N-02716-22,,
185,C3N-02716-23,,
186,C3N-02727-21,,
187,C3N-02727-22,,
188,C3N-02727-23,,
189,C3N-02727-26,,
190,C3N-02730-21,,
191,C3N-02730-22,,
192,C3N-02730-23,,
193,C3N-02925-21,,
194,C3N-02925-22,,
195,C3N-02925-23,,
196,C3N-03008-21,,
197,C3N-03008-23,,
198,C3N-03011-21,,
199,C3N-03011-22,,
200,C3N-03011-23,,
201,C3N-03011-24,,
202,C3N-03012-21,,
203,C3N-03012-25,,
204,C3N-03013-21,,
205,C3N-03013-23,,
206,C3N-03015-21,,
207,C3N-03015-22,,
208,C3N-03027-21,,
209,C3N-03027-23,,
210,C3N-03028-21,,
211,C3N-03028-24,,
212,C3N-03042-21,,
213,C3N-03042-22,,
214,C3N-03042-23,,
215,C3N-03042-24,,
216,C3N-03042-25,,
217,C3N-03042-26,,
218,C3N-03045-21,,
219,C3N-03045-22,,
220,C3N-03226-21,,
221,C3N-03226-22,,
222,C3N-03226-23,,
223,C3N-03226-26,,
224,C3N-03456-21,,
225,C3N-03457-22,,
226,C3N-03457-23,,
227,C3N-03458-21,,
228,C3N-03458-24,,
229,C3N-03487-21,,
230,C3N-03487-22,,
231,C3N-03487-23,,
232,C3N-03487-26,,
233,C3N-03488-21,,
234,C3N-03488-22,,
235,C3N-03488-23,,
236,C3N-03488-26,,
237,C3N-03490-21,,
238,C3N-03490-22,,
239,C3N-03490-23,,
240,C3N-03490-26,,
241,C3N-03612-21,,
242,C3N-03612-22,,
243,C3N-03612-23,,
244,C3N-03612-26,,
245,C3N-03619-21,,
246,C3N-03619-22,,
247,C3N-03619-23,,
248,C3N-03619-26,,
249,C3N-03620-21,,
250,C3N-03620-22,,
251,C3N-03620-23,,
252,C3N-03620-26,,
253,C3N-03664-21,,
254,C3N-03664-22,,
255,C3N-03664-23,,
256,C3N-03664-26,,
257,C3N-03781-21,,
258,C3N-03781-24,,
259,C3N-03783-21,,
260,C3N-03783-23,,
261,C3N-03837-21,,
262,C3N-03837-22,,
263,C3N-03837-23,,
264,C3N-03841-21,,
265,C3N-03841-22,,
266,C3N-03841-23,,
267,C3N-03849-21,,
268,C3N-03849-22,,
269,C3N-03849-23,,
270,C3N-03876-21,,
271,C3N-03876-22,,
272,C3N-03876-23,,
273,C3N-03878-21,,
274,C3N-03878-22,,
275,C3N-03878-23,,
276,C3N-03888-21,,
277,C3N-03888-22,,
278,C3N-03888-23,,
279,C3N-03888-26,,
280,C3N-03928-21,,
281,C3N-03928-22,,
282,C3N-03928-23,,
283,C3N-03928-26,,
284,C3N-03933-21,,
285,C3N-03933-22,,
286,C3N-03933-23,,
287,C3N-03933-26,,
288,C3N-04153-21,,
289,C3N-04153-22,,
290,C3N-04153-23,,
291,C3N-04153-26,,
292,C3N-04273-21,,
293,C3N-04273-23,,
294,C3N-04273-25,,
295,C3N-04275-24,,
296,C3N-04275-25,,
297,C3N-04276-21,,
298,C3N-04276-26,,
299,C3N-04277-22,,
300,C3N-04277-24,,
301,C3N-04278-21,,
302,C3N-04278-25,,
303,C3N-04611-21,,
304,C3N-04611-22,,
305,C3N-04611-23,,
306,C3N-04611-26,,
